Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars)
-1.227777778,0.69,12.5258,311,11.1251,0,1011.48
-2.2,0.75,12.3326,300,7.084,0,1011.39
-2.288888889,0.7,12.6707,299,7.1323,0,1011.39
-2.827777778,0.71,10.8836,309,7.0357,0,1011.2
-3.844444444,0.78,10.8675,318,7.9695,0,1011.39
-3.805555556,0.75,9.6278,304,7.8729,0,1011.57
-3.916666667,0.78,8.1305,291,7.9051,0,1011.67
-3.916666667,0.75,11.0607,309,9.7566,0,1011.56
-4.411111111,0.8,6.6171,307,9.7888,0,1011.68
-3.983333333,0.79,6.6493,309,9.7566,0,1011.67
-4.055555556,0.79,6.279,329,9.7566,0,1011.68
-4.294444444,0.92,11.3988,70,3.5259,0,1010.25
-5.144444444,0.82,6.3434,348,9.7083,0,1011.38
-7.711111111,0.88,6.44,290,7.8729,0,1011.45
-8.094444444,0.92,4.4597,326,5.3774,0,1011.29
-10.76666667,0.91,5.0876,282,2.0286,0,1011.45
-9.75,0.92,4.5563,232,2.6404,0,1011.55
-8.883333333,0.92,3.1234,308,2.3506,0,1011.75
-7.105555556,0.95,0,0,2.6404,0,1012.23
-4.977777778,0.81,4.669,24,4.025,0,1012.06
-3.044444444,0.74,3.1717,28,3.7835,0,1011.96
-1.227777778,0.63,0.5313,105,4.5241,0,1012.08
-0.183333333,0.64,6.3434,80,4.991,0,1011.68
-0.272222222,0.62,2.576,326,6.3273,0,1011.37
0.95,0.6,4.2021,334,5.0393,0,1010.78
-1.105555556,0.69,12.4131,110,6.118,0,1010.57
-2.116666667,0.74,10.7226,90,5.9731,0,1010.74
-2.933333333,0.78,9.5151,118,4.991,0,1010.83
-4.066666667,0.85,5.1198,90,4.4919,0,1010.76
-5.927777778,0.92,3.9445,89,4.3631,0,1011.03
-7.127777778,0.96,5.1681,80,3.5259,0,1010.67
-4.166666667,0.92,10.7226,71,3.4454,0,1010.56
-3.877777778,0.96,15.9229,79,2.9141,0,1010.38
-3.677777778,0.96,13.9748,70,2.9302,0,1010.47
9.444444444,0.93,14.49,150,8.05,0,994.3
9.411111111,0.93,7.567,161,5.796,0,993.74
9.444444444,0.93,11.27,200,6.118,0,992.8
9.444444444,0.96,14.49,210,6.118,0,993
9.411111111,0.94,10.8997,183,5.796,0,991.72
8.888888889,0.93,0,0,4.991,0,990.1
8.888888889,1,4.83,130,6.118,0,989.4
8.872222222,0.99,1.2236,158,5.8765,0,989.1
8.888888889,0.93,0,0,1.449,0,988.9
8.888888889,0.93,9.66,160,1.932,0,989.1
8.855555556,0.94,9.4829,227,3.0107,0,989.21
8.888888889,1,12.88,240,3.059,0,989.1
10,0.93,12.88,250,4.991,0,989
8.905555556,0.9,19.803,278,5.796,0,989.32
7.222222222,0.93,22.54,280,6.118,0,989.7
6.111111111,0.93,16.1,300,6.118,0,990.6
6.266666667,0.93,14.3934,304,6.7137,0,991.12
6.111111111,0.93,14.49,320,6.118,0,991.3
6.111111111,0.93,12.88,310,4.025,0,991.6
6.144444444,0.94,13.685,320,4.1377,0,992.45
6.111111111,0.93,12.88,340,3.059,0,992.2
6.111111111,0.93,6.44,350,3.059,0,992.8
6.2,0.96,4.025,330,3.542,0,993.42
6.111111111,0.96,6.44,330,3.059,0,993.6
7.622222222,0.89,11.1734,160,11.8979,0,1003.85
2.838888889,0.87,12.5097,282,5.796,0,1010.41
4.983333333,0.96,13.9426,201,4.025,0,1004.82
4.911111111,0.96,10.626,210,3.1073,0,1005.33
4.333333333,0.96,10.8514,210,2.9463,0,1005.54
2.733333333,0.96,7.9373,191,2.9624,0,1005.64
2.2,0.92,10.5455,171,2.9302,0,1006.05
2.266666667,0.93,11.7047,192,0.2415,0,1006.78
2.711111111,0.96,4.4436,152,0.6279,0,1007.13
2.711111111,0.96,2.9141,135,1.8515,0,1006.99
3.877777778,0.93,5.2486,242,3.0912,0,1007.28
5.861111111,0.93,4.7173,286,4.3309,0,1007.41
6.927777778,0.93,4.186,324,5.9248,0,1007.6
7.05,0.92,7.6636,5,6.5366,0,1007.34
5.911111111,0.93,7.406,357,5.9731,0,1007.31
5.838888889,0.87,12.4936,339,5.9248,0,1007.61
5.094444444,0.92,11.0607,344,6.4722,0,1007.89
4.75,0.87,8.1305,346,5.8604,0,1008.33
4.705555556,0.87,12.558,320,10.7709,0,1008.83
3.666666667,0.93,13.7816,307,3.381,0,1009.51
2.2,0.92,19.8513,319,0.7889,0,1009.99
1.183333333,0.96,20.2055,300,1.0143,0,1010.68
1.833333333,0.96,19.3361,302,4.3148,0,1011.01
2.177777778,0.96,20.2055,300,4.4436,0,1011.02
2.155555556,0.9,17.1304,290,6.0214,0,1011.41
-1.627777778,0.93,7.6958,293,6.0536,0,1016.92
1.577777778,0.9,17.2431,309,7.9051,0,1012.39
0.577777778,0.92,11.2539,282,7.9051,0,1012.78
1.055555556,0.9,13.9748,272,7.7763,0,1013.14
-0.044444444,0.92,9.8854,280,7.9695,0,1013.28
-0.066666667,0.86,9.5795,261,7.9051,0,1013.58
-0.038888889,0.86,12.6063,268,5.2647,0,1014.12
0.022222222,0.85,15.4882,280,4.991,0,1014.73
1.016666667,0.79,14.0392,280,6.118,0,1014.87
1.211111111,0.78,14.9086,295,6.6332,0,1015.7
2.244444444,0.73,12.6868,280,7.1323,0,1015.96
2.777777778,0.76,11.109,273,9.982,0,1015.86
3.905555556,0.69,13.9587,278,9.0965,0,1015.64
4.927777778,0.65,12.6385,282,9.982,0,1015.46
3.838888889,0.7,12.5741,319,9.982,0,1015.67
2.838888889,0.75,9.4829,281,9.3702,0,1015.97
2.105555556,0.73,5.1198,281,9.9015,0,1016.08
-0.066666667,0.85,9.499,271,9.8049,0,1016.27
0.005555556,0.86,4.2504,288,8.9033,0,1016.77
-1.177777778,0.89,0.5152,310,9.7083,0,1017.07
-1.25,0.92,6.5849,323,9.7083,0,1017.37
-1.666666667,0.92,5.796,288,7.2611,0,1017.54
-1.688888889,0.92,8.4525,309,5.9731,0,1017.77
-2.777777778,0.92,3.2039,271,5.9731,0,1017.7
-1.394444444,0.93,7.3416,255,4.7656,0,1016.49
-2.311111111,0.92,6.6493,291,6.0697,0,1018.18
-2.333333333,0.88,6.6654,300,9.7566,0,1018.09
-2.338888889,0.88,7.1484,311,8.9033,0,1018.07
-2.8,0.92,0.5796,310,6.0697,0,1017.99
-2.861111111,0.92,8.0822,272,4.9427,0,1017.89
-3.738888889,0.92,5.152,277,4.025,0,1018.08
-2.905555556,0.92,4.9588,275,4.9427,0,1018.1
-2.283333333,0.89,9.8371,281,4.9427,0,1018.29
-0.944444444,0.88,8.2271,306,5.7638,0,1018.65
0.072222222,0.82,9.5956,291,7.0357,0,1018.38
0.138888889,0.85,11.0607,273,6.118,0,1017.88
1.311111111,0.77,8.5008,289,6.6654,0,1017.45
1.183333333,0.78,8.2271,281,9.9015,0,1017.06
1.133333333,0.78,10.8675,272,9.9015,0,1016.87
1.166666667,0.78,7.4543,246,7.728,0,1016.7
1.016666667,0.79,7.9695,280,7.9695,0,1016.77
-0.05,0.85,7.8407,328,7.9695,0,1017.05
0.111111111,0.85,3.2522,318,7.3738,0,1017.3
0,0.85,3.3327,262,7.9051,0,1017.06
-0.555555556,0.88,3.1395,256,7.9051,0,1016.97
-0.405555556,0.88,8.0017,248,5.7316,0,1017.05
-1.161111111,0.92,2.9141,274,5.9731,0,1016.87
-1.138888889,0.92,0.5796,255,5.9731,0,1016.66
0.044444444,0.91,6.1019,319,3.2039,0,1015.98
-1.183333333,0.92,0,0,4.9105,0,1015.96
-0.622222222,0.88,6.44,300,4.9105,0,1015.77
-0.5,0.89,1.9642,290,5.6833,0,1015.89
-1.133333333,0.88,6.44,300,4.9105,0,1015.65
-1.183333333,0.89,4.6046,20,4.9105,0,1015.35
-1.027777778,0.92,3.7513,38,3.864,0,1015.4
-1.133333333,0.92,0,0,3.9606,0,1015.2
-0.116666667,0.86,0,0,3.9606,0,1015.49
0.044444444,0.86,4.5724,46,3.6708,0,1016.01
0.05,0.85,4.83,340,4.0089,0,1015.86
0.05,0.85,2.9463,349,4.0089,0,1015.67
1.238888889,0.78,4.991,348,5.1681,0,1015.39
1.066666667,0.79,4.8139,350,4.9427,0,1015.26
1.066666667,0.79,7.7441,19,4.991,0,1015.35
1.155555556,0.8,8.9677,30,4.6529,0,1015.13
1.016666667,0.79,7.8085,41,4.5885,0,1015.27
-0.05,0.86,7.7602,31,4.5885,0,1015.47
0.05,0.86,8.5652,24,4.9105,0,1015.42
0,0.86,4.8461,22,4.5241,0,1015.78
0,0.89,3.3488,42,4.4919,0,1015.8
-0.016666667,0.9,5.2164,301,4.7656,0,1015.91
0,0.89,6.0375,313,4.4919,0,1016.1
0,0.92,6.44,320,3.5259,0,1015.99
-0.033333333,0.92,5.8443,42,5.2003,0,1019.03
0,0.92,6.4078,341,3.059,0,1015.99
0,0.92,6.279,11,3.059,0,1015.9
-0.016666667,0.92,6.3595,12,3.5581,0,1015.91
-0.072222222,0.92,0.1449,60,3.059,0,1015.88
-0.022222222,0.92,4.5563,19,3.059,0,1015.99
-0.061111111,0.87,5.3291,11,4.2987,0,1016.09
-0.022222222,0.86,4.7495,21,4.4275,0,1016.38
-0.022222222,0.86,1.61,10,4.9105,0,1016.68
0.105555556,0.87,5.1842,42,5.6028,0,1017.15
1.094444444,0.79,7.7441,40,7.9695,0,1017.08
1.116666667,0.79,4.8622,42,11.0446,0,1016.87
1.161111111,0.85,7.4704,73,10.5938,0,1016.72
1.138888889,0.85,7.9373,41,11.1251,0,1016.46
1.138888889,0.85,7.9695,50,7.1323,0,1016.66
1.183333333,0.85,5.1198,87,6.4078,0,1016.97
1.066666667,0.85,4.6851,72,5.1359,0,1017.16
1.066666667,0.85,7.9695,70,7.084,0,1017.35
0.05,0.92,5.4901,77,7.9534,0,1017.5
0,0.92,3.2361,34,6.9874,0,1017.68
0.022222222,0.92,2.9785,186,6.0697,0,1018.35
-0.027777778,0.93,2.6726,164,4.991,0,1018.81
0,0.92,6.44,70,4.5241,0,1019.26
0,0.92,10.948,31,4.5241,0,1019.29
-1.166666667,0.93,13.2503,21,4.4275,0,1028.32
-0.022222222,0.9,6.44,40,4.991,0,1019.76
-0.044444444,0.92,11.0446,50,4.9427,0,1020.07
-0.066666667,0.93,6.6171,34,4.9105,0,1020.2
-0.022222222,0.92,7.9051,32,3.9767,0,1020.57
-0.094444444,0.92,9.66,42,3.4937,0,1020.88
-0.061111111,0.93,7.5831,38,2.6565,0,1021.43
-0.072222222,0.92,12.4131,41,3.4454,0,1022.08
-0.072222222,0.93,12.397,30,4.8461,0,1022.89
0.911111111,0.87,11.2217,30,5.3291,0,1023.62
2.033333333,0.8,11.0124,21,7.8246,0,1023.83
2.055555556,0.85,12.3487,1,7.7763,0,1024.12
1.277777778,0.85,12.0428,9,6.4239,0,1024.43
1.083333333,0.86,14.1519,9,5.9248,0,1024.88
1.083333333,0.85,12.5258,30,5.9731,0,1025.3
0.172222222,0.92,14.1358,16,4.6851,0,1025.91
-0.094444444,0.86,15.2467,29,3.9284,0,1026.7
-1.138888889,0.93,13.7977,30,5.9087,0,1027.67
-1.15,0.93,15.2789,20,5.6028,0,1028.04
-1.205555556,0.93,10.7226,0,5.8443,0,1028.6
-1.227777778,0.92,10.9641,9,5.8443,0,1028.81
-1.333333333,0.93,10.9158,8,5.3452,0,1029.13
-0.788888889,0.92,13.7172,19,5.8443,0,1029.43
-1.366666667,0.96,13.7655,359,5.8443,0,1029.91
-2.177777778,0.96,8.0822,115,1.3041,0,1030.05
-1.416666667,0.92,13.4435,39,2.9785,0,1030.33
-1.95,0.96,13.3791,39,3.0107,0,1030.6
-1.861111111,0.96,10.4328,40,2.7853,0,1030.6
-2.411111111,0.96,13.4113,30,3.3971,0,1030.51
-2.411111111,0.96,13.5079,29,3.3971,0,1030.53
-2.333333333,0.96,13.0249,34,1.9642,0,1030.87
-2.361111111,0.96,12.1233,21,1.8515,0,1031.21
-2.361111111,0.96,10.7226,70,1.3846,0,1031.89
-2.2,0.96,9.4346,78,1.3041,0,1032.31
-2.244444444,0.96,9.2575,50,1.4168,0,1031.91
-2.244444444,0.96,2.0608,74,1.449,0,1031.78
-2.144444444,0.97,5.0393,78,1.4329,0,1031.23
-2.222222222,0.96,7.7441,31,1.8676,0,1030.69
-1.205555556,0.93,4.6046,13,1.8515,0,1030.78
-1.272222222,0.93,8.0822,18,2.3828,0,1030.65
-2.222222222,0.96,3.2039,69,2.9302,0,1030.59
-2.244444444,0.96,7.889,80,3.8479,0,1030.97
-1.238888889,0.9,8.0178,113,4.1699,0,1031.38
-2.222222222,0.96,4.8622,107,3.4132,0,1031.25
-1.688888889,0.93,6.2629,71,3.4132,0,1030.66
-1.688888889,0.93,6.6976,76,3.7674,0,1030.39
-2.2,0.96,6.3595,72,4.347,0,1030.43
-2.2,0.96,10.5616,90,1.4168,0,1030.24
-0.388888889,0.88,7.2128,105,5.3774,0,1025.77
-2.177777778,0.96,6.3756,108,1.9159,0,1029.44
-1.688888889,0.93,6.2468,108,2.9624,0,1029.04
-1.772222222,0.96,10.9641,115,4.3309,0,1028.57
-2.2,0.96,12.2843,109,3.9123,0,1028.42
-2.2,0.96,12.2682,109,3.9123,0,1027.82
-2.3,0.96,12.5902,106,2.7531,0,1027.3
-2.222222222,0.96,16.9694,90,3.0429,0,1026.7
-2.177777778,0.96,14.1519,101,3.059,0,1026.83
-1.027777778,0.89,14.4578,101,4.9105,0,1026.66
-1.044444444,0.89,15.617,101,5.9731,0,1026.33
-0.027777778,0.86,14.2002,111,7.8246,0,1025.54
0.172222222,0.85,13.0893,90,8.5169,0,1025.2
-0.027777778,0.86,11.1573,91,6.9069,0,1024.74
-0.027777778,0.85,11.3827,91,6.9069,0,1024.61
0.088888889,0.84,7.0518,107,6.0375,0,1024.77
-0.05,0.86,11.1412,128,5.9731,0,1024.62
-0.05,0.83,12.5419,120,5.9731,0,1024.54
-0.011111111,0.86,11.1573,112,6.9391,0,1024.89
-0.072222222,0.86,9.5956,110,4.4436,0,1024.84
-0.072222222,0.9,11.2056,110,4.4436,0,1024.94
-0.027777778,0.86,7.3899,114,5.2647,0,1025.05
-0.094444444,0.85,6.6654,100,4.4436,0,1024.85
-0.094444444,0.86,6.4883,109,4.4436,0,1024.85
-0.483333333,0.95,5.4901,37,3.1234,0,1024.58
-0.138888889,0.86,6.4239,99,5.957,0,1024.88
-0.138888889,0.85,3.2683,126,5.957,0,1024.87
-0.55,0.88,7.4865,78,6.5527,0,1024.92
-0.138888889,0.86,5.0071,126,5.957,0,1024.87
-0.116666667,0.86,7.9534,109,3.9284,0,1024.98
-1.016666667,0.93,7.9051,108,3.1556,0,1025.35
-0.138888889,0.92,9.499,109,2.4955,0,1025.57
-0.116666667,0.92,9.4829,119,2.1896,0,1025.87
0.011111111,0.92,12.5741,127,2.737,0,1026.03
0,0.92,9.3541,140,2.5438,0,1025.98
1.016666667,0.86,7.567,150,3.4454,0,1025.48
1.077777778,0.86,8.5169,153,5.0876,0,1024.83
1.066666667,0.86,7.406,159,1.9803,0,1024.65
0.022222222,0.92,7.406,138,1.9159,0,1024.67
0.033333333,0.93,9.4507,130,2.0769,0,1024.72
-0.022222222,0.93,7.4382,138,1.8837,0,1024.78
-0.094444444,0.93,3.4776,125,2.9624,0,1024.99
-0.094444444,0.93,2.9141,97,2.0769,0,1025.1
-0.094444444,0.93,4.7173,66,1.9159,0,1025.18
-0.094444444,0.92,6.3112,38,1.9159,0,1025.1
-0.483333333,0.93,6.0053,47,2.6243,0,1025.05
-0.6,0.92,6.2307,46,2.5277,0,1024.7
-0.6,0.96,6.3917,18,1.9159,0,1024.6
-0.95,0.93,4.83,296,4.2987,0,1021.32
-0.65,0.96,6.2629,36,1.9159,0,1024.4
-0.65,0.96,6.3756,8,1.9159,0,1024.42
-0.638888889,0.93,10.8353,358,3.2844,0,1024.18
-1.161111111,1,11.0446,340,2.9785,0,1024.09
-1.183333333,0.93,11.1573,338,2.9785,0,1024.01
-1.127777778,0.93,11.4793,339,3.2844,0,1023.89
-1.25,0.92,7.7763,329,2.5438,0,1023.91
-1.227777778,0.92,9.5312,328,3.4615,0,1023.92
-0.144444444,0.87,10.7709,323,3.8479,0,1024.15
-0.066666667,0.86,11.0768,320,4.9105,0,1023.81
0.005555556,0.92,9.5151,328,6.0214,0,1023.39
0.072222222,0.86,10.5455,313,5.6833,0,1023.34
0.027777778,0.92,10.8192,299,5.9731,0,1022.89
0,0.85,12.4292,290,6.9391,0,1022.67
-0.994444444,0.92,13.6528,283,3.7513,0,1022.5
-2.105555556,0.96,11.27,300,2.6243,0,1022.66
-2.155555556,0.96,11.27,290,3.0107,0,1022.75
-2.022222222,0.96,10.4972,302,3.7191,0,1022.54
-1.161111111,0.89,9.5151,290,4.347,0,1021.96
-1.622222222,0.92,5.796,297,4.347,0,1021.87
-1.627777778,0.93,6.1502,316,4.1055,0,1021.66
-1.622222222,0.93,3.1556,272,4.347,0,1021.39
6.088888889,0.96,6.2146,322,3.2039,0,993.92
0.15,0.93,28.4487,320,3.1073,0,1007.26
5.972222222,0.96,10.8353,332,3.4293,0,994.72
5.95,0.9,13.9748,349,3.8962,0,995.05
6.005555556,0.9,11.4954,337,5.152,0,995.48
5.9,0.87,13.8138,320,4.2987,0,996.14
4.927777778,0.93,14.2163,319,4.347,0,996.94
5.744444444,0.82,12.8478,320,6.9391,0,997.89
4.811111111,0.87,11.0124,319,6.0214,0,999.23
4.811111111,0.87,11.0768,290,6.0697,0,1000.31
4.005555556,0.92,15.8263,303,8.1305,0,1001.2
4.905555556,0.87,17.2753,311,7.8729,0,1001.53
5,0.82,24.9067,311,7.9695,0,1002.1
5.066666667,0.85,17.8227,319,8.3398,0,1002.23
4.905555556,0.82,27.4827,329,8.1949,0,1002.92
3.816666667,0.82,27.1124,312,8.1949,0,1003.35
2.983333333,0.81,22.9908,323,10.0303,0,1004.11
2.733333333,0.76,30.0104,330,11.2056,0,1004.97
2.222222222,0.79,21.574,321,11.27,0,1005.95
2.083333333,0.74,25.6312,321,10.948,0,1006.64
-0.005555556,0.92,24.2466,312,3.4615,0,1007.74
-0.072222222,0.93,25.6956,320,3.0107,0,1008.54
-0.544444444,0.96,28.1106,320,2.9624,0,1009.17
-0.65,0.96,21.2681,321,1.9159,0,1009.56
-1.666666667,0.92,3.22,250,4.3631,0,1020.97
-0.377777778,0.93,2.1413,121,1.6261,0,1017.78
-1.111111111,0.89,6.0858,279,5.8765,0,1020.16
-1.111111111,0.92,3.3005,307,5.8765,0,1019.94
-1.594444444,0.93,3.0429,305,5.4096,0,1019.63
-1.111111111,0.92,4.6851,222,3.8479,0,1019.14
-1.161111111,0.92,2.9946,235,3.8479,0,1018.75
-1.111111111,0.93,4.8139,234,2.7209,0,1018.84
-1.111111111,0.92,4.5402,232,2.1574,0,1018.54
-1.088888889,0.92,4.6046,210,2.4794,0,1018.46
0.011111111,0.92,3.9284,227,2.3184,0,1018.55
0.044444444,0.93,4.4919,205,2.4794,0,1018.07
1.061111111,0.86,7.3738,203,2.4955,0,1017.47
1.122222222,0.87,7.5187,273,2.7209,0,1016.8
1.133333333,0.86,3.2361,251,5.9248,0,1016.47
1.177777778,0.85,9.0804,282,5.9731,0,1016.25
1.183333333,0.92,3.703,249,4.186,0,1016.46
1.061111111,0.92,2.8336,247,3.0429,0,1016.45
1.038888889,0.92,4.347,239,3.0107,0,1016.57
0.111111111,0.93,3.4132,204,2.7853,0,1016.65
0,0.92,4.4758,207,3.0429,0,1016.56
0.022222222,0.96,3.0429,180,3.0429,0,1016.47
0.1,0.96,6.1824,205,2.7209,0,1016.76
0,0.96,2.9624,167,3.0107,0,1016.97
-0.05,0.96,5.8926,146,1.9159,0,1016.97
-1.783333333,0.89,5.8282,42,3.7352,0,1023.19
-0.65,0.96,5.6189,165,1.4329,0,1017.28
-0.65,0.96,2.7853,149,1.288,0,1017.2
-1.166666667,0.96,4.3792,319,1.3363,0,1017.4
-1.255555556,0.93,0.4991,35,1.3524,0,1017.51
-1.277777778,0.93,3.9928,244,1.3685,0,1017.81
-1.316666667,0.93,3.3971,246,1.4168,0,1018.43
-1.3,0.93,3.9767,266,1.4651,0,1018.7
-2.266666667,1,6.9874,264,1.4651,0,1019.3
-1.344444444,0.93,3.2361,220,1.6422,0,1020.07
-0.205555556,0.86,0.6762,8,1.5295,0,1020.49
-0.183333333,0.86,0.6279,52,1.5456,0,1020.58
-1.238888889,0.92,4.3792,163,1.8998,0,1020.66
-1.227777778,0.89,8.533,166,1.9803,0,1020.69
-2.222222222,0.96,10.4328,127,2.2862,0,1021.18
-2.611111111,0.99,12.7834,129,2.5438,0,1021.78
-2.755555556,0.93,10.626,117,3.5259,0,1022.28
-2.755555556,0.93,9.3219,108,3.1073,0,1022.69
-2.677777778,0.93,10.3523,97,2.8819,0,1023.38
-2.244444444,0.96,9.3058,69,3.2039,0,1023.75
-2.222222222,0.92,10.8997,79,3.2039,0,1023.96
-2.238888889,0.89,10.7226,95,4.4114,0,1024.18
-2.244444444,0.89,11.1734,69,4.5885,0,1024.37
-2.777777778,0.89,3.4132,17,5.0393,0,1024.48
-4.044444444,0.86,6.0536,0,10.0303,0,1028.23
-2.777777778,0.92,10.8353,42,5.1359,0,1024.69
-3.355555556,0.86,13.8299,41,5.1359,0,1024.9
-4.105555556,0.86,13.1376,31,5.5062,0,1025.03
-6,0.89,15.3111,41,6.1985,0,1025.31
-5.977777778,0.82,13.6206,41,7.1323,0,1025.6
-6.633333333,0.88,14.812,30,7.1967,0,1026.02
-8.638888889,0.85,9.1609,31,9.9015,0,1026.67
-7.572222222,0.78,12.1877,31,10.0464,0,1026.88
-7.216666667,0.78,11.0285,22,10.0303,0,1027.17
-5.927777778,0.74,9.338,30,10.0464,0,1027.18
-4.844444444,0.74,12.1877,30,10.0464,0,1026.78
-4.733333333,0.75,8.9516,28,9.6761,0,1026.68
-3.794444444,0.74,10.6099,358,10.0464,0,1026.47
-3.816666667,0.74,9.2414,30,11.27,0,1026.66
-3.883333333,0.75,7.9695,0,11.0768,0,1027.19
-3.888888889,0.79,9.4346,341,11.27,0,1027.48
-3.888888889,0.79,10.8836,342,11.27,0,1027.88
-3.938888889,0.79,8.0178,336,11.0768,0,1028.31
-3.911111111,0.79,4.8944,1,11.27,0,1028.67
-4.422222222,0.84,3.2683,344,10.0464,0,1028.8
-4.377777778,0.82,6.3756,332,9.6761,0,1029.05
-6.455555556,0.84,6.4078,321,10.0464,0,1029.29
-4.4,0.84,10.7387,340,10.0464,0,1029.1
-7.25,0.91,5.9731,342,3.6386,0,1030.79
-5.438888889,0.82,6.2951,359,10.0464,0,1029.38
-4.927777778,0.84,6.44,340,10.0464,0,1029.09
-4.861111111,0.85,3.3327,291,10.0303,0,1029.14
-4.95,0.84,4.7978,293,8.1949,0,1029.2
-3.933333333,0.84,4.7978,323,8.1949,0,1029.2
-4.461111111,0.88,6.4239,329,7.6314,0,1029.21
-3.933333333,0.79,9.4024,20,6.2951,0,1029.6
-3.911111111,0.84,4.9427,49,5.2164,0,1029.88
-3.888888889,0.8,5.1037,33,5.957,0,1030.21
-2.85,0.72,1.8193,24,6.3434,0,1030.29
-2.827777778,0.72,9.1287,353,8.1949,0,1029.89
-1.527777778,0.67,5.2003,351,9.2414,0,1029.73
-2.783333333,0.72,5.0232,32,8.1949,0,1029.18
-3.794444444,0.75,7.4865,23,6.3434,0,1029.26
-4.738888889,0.83,4.6046,42,5.0876,0,1029.72
-6.944444444,0.88,4.8622,52,4.347,0,1030.15
-7.455555556,0.99,2.9785,192,2.3506,0,1030.53
-9.844444444,0.91,0.9499,81,1.4007,0,1031.01
-10.60555556,0.87,4.8461,114,0.5152,0,1031.53
-10.72222222,0.91,1.5295,60,0.4347,0,1031.54
-9.633333333,0.89,8.0339,112,1.1592,0,1031.67
-8.833333333,0.92,0,0,0.483,0,1031.35
-8.372222222,0.92,11.27,330,2.9302,0,1030.98
-11.17222222,0.89,3.3327,21,1.2236,0,1034.64
-6.138888889,0.92,4.1538,50,2.8336,0,1031.08
-5.75,0.93,5.9731,31,2.8336,0,1030.97
-5.588888889,0.92,6.2629,32,3.5581,0,1031.21
-6.138888889,1,9.3702,50,2.9785,0,1031.28
-5.072222222,0.92,3.3005,67,3.0107,0,1031.38
-5.094444444,0.86,3.6708,51,3.1556,0,1031.7
-5.072222222,0.93,0.1288,50,3.0107,0,1032.05
-5.05,0.92,4.83,51,3.0107,0,1032.37
-4.944444444,0.92,7.5348,83,2.9624,0,1032.87
-2.916666667,0.79,0.6118,60,3.1073,0,1033.17
-2.894444444,0.79,7.3577,64,3.5581,0,1032.78
-2.888888889,0.78,1.0626,320,4.025,0,1032.35
-2.827777778,0.72,7.6797,42,4.5885,0,1032.07
-3.866666667,0.78,10.7226,51,6.1663,0,1032.27
-5.727777778,0.86,9.4829,53,6.1663,0,1032.78
-6.094444444,0.88,9.2253,51,4.5241,0,1033.16
-7.744444444,0.85,4.8622,42,4.025,0,1033.85
-8.538888889,0.92,3.4454,28,2.6887,0,1034.08
-9.872222222,0.92,4.7656,13,0.4508,0,1034.35
-10.42777778,0.88,3.0751,0,0.2737,0,1034.55
-10.66111111,0.92,3.9606,16,0.5957,0,1034.77
-11.97777778,0.91,3.059,15,0.3059,0,1035.07
-11.56111111,0.88,3.0107,12,0.161,0,1035.37
-8.95,0.86,2.6726,101,8.5169,0,1036.71
-12.17777778,0.88,3.22,10,0.161,0,1035.68
-11.69444444,0.88,3.22,20,0.161,0,1035.87
-12.77222222,0.88,3.703,39,1.1431,0,1035.99
-13.68333333,0.84,1.61,20,3.8479,0,1036.16
-13.70555556,0.84,3.22,40,2.9302,0,1036.44
-13.70555556,0.86,3.9284,36,3.1395,0,1036.55
-13.67777778,0.91,4.83,30,3.864,0,1036.96
-11.03888889,0.88,1.5778,5,4.347,0,1037.44
-9.8,0.86,1.6261,21,3.5742,0,1037.78
-7.822222222,0.92,3.0268,8,4.9105,0,1037.85
-7.244444444,0.88,0.2576,80,6.0214,0,1037.55
-6.155555556,0.86,3.4293,95,7.6797,0,1037.25
-6.111111111,0.88,4.7978,100,7.0357,0,1036.65
-6.138888889,0.81,9.2575,90,7.0357,0,1036.74
-7.033333333,0.8,10.8353,46,6.1663,0,1036.79
-7.8,0.85,9.1609,52,6.0697,0,1036.94
-8.933333333,0.85,10.5616,52,6.0214,0,1037.05
-8.9,0.85,10.7709,53,5.6028,0,1036.92
-8.961111111,0.78,7.8729,71,7.8407,0,1036.77
-7.988888889,0.78,10.8514,79,7.8246,0,1036.67
-7.9,0.85,13.2664,70,9.3541,0,1036.78
-7.988888889,0.82,13.4918,79,9.6761,0,1036.98
-7.966666667,0.81,5.957,148,9.6761,0,1037.08
-8.766666667,0.87,2.2218,311,4.3309,0,1034.88
-8.938888889,0.89,6.3112,61,7.8246,0,1036.56
-7.938888889,0.76,6.3595,108,14.5866,0,1035.86
-7.472222222,0.73,10.7548,104,13.8943,0,1035.71
-7.405555556,0.69,10.7065,109,9.6761,0,1035.36
-7.911111111,0.72,9.2092,109,9.6761,0,1035.26
-7.95,0.73,5.8765,91,9.7083,0,1035.24
-7.377777778,0.69,10.6743,99,9.6922,0,1035.27
-6.266666667,0.65,10.5938,108,9.7083,0,1035.35
-5.377777778,0.59,9.5151,109,9.7888,0,1035.49
-4.094444444,0.54,9.3541,127,9.8049,0,1035.37
-4.005555556,0.59,7.8085,35,9.9015,0,1034.88
-3.972222222,0.54,6.4883,79,10.2718,0,1034.25
-4.927777778,0.63,12.2843,51,9.9015,0,1033.87
-4.927777778,0.63,7.9373,42,9.9015,0,1033.77
-5,0.69,7.9695,50,8.05,0,0
